system:index,MNDWI,NBR,NDMI,NDVI,block_id,blue,class_numeric,dist_to_water,elev_rel_lake,green,nir,red,reserve_id,slope,swir1,swir2,.geo
4373,0.8287213,0.6188971,0.65271056,0.12994938,8.49103947E8,0.0391125,1.0,0.0,1.7053026E-13,0.053935,0.022805,0.01967,2,0.0,0.0049575,0.0051225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.750743277524793,46.80827410126264]}"
4374,0.8244599,0.49320167,0.6462328,0.13968708,8.49103947E8,0.039305,1.0,0.0,1.7053026E-13,0.047445,0.01945,0.0183225,2,0.0,0.0042425,0.00911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.75113630051633,46.808276471507426]}"
4375,0.6555696,0.5476322,0.28058302,0.12751476,8.49103947E8,0.0363625,1.0,0.0,1.7053026E-13,0.04904,0.0194225,0.018295,2,0.0,0.0101825,0.008065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.751529323542407,46.808278840399524]}"
4376,0.79020536,0.77017355,0.6309125,0.1398204,8.49103947E8,0.0363625,1.0,0.0,1.7053026E-13,0.0462075,0.0230525,0.0182675,2,0.0,0.0073775,0.0018775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.751922346603051,46.808281207938954]}"
4377,0.7776032,0.8169598,0.6309125,0.1398204,8.49203947E8,0.0371325,1.0,0.0,1.7053026E-13,0.05333,0.023025,0.0196425,2,0.0,0.00823,0.0020425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752315369698218,46.80828357412568]}"
4378,0.7360722,0.658817,0.5780663,0.10942936,8.49203947E8,0.039525,1.0,0.0,1.7053026E-13,0.05333,0.023025,0.01824,2,0.0,0.00636,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752708392827942,46.80828593895971]}"
4379,0.7127955,0.854364,0.55824906,0.13995397,8.49203947E8,0.03672,1.0,0.0,1.7053026E-13,0.0474175,0.023025,0.0217875,2,0.0,0.0063325,0.0014925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.753101415992153,46.8082883024411]}"
4380,0.71243685,0.75750285,0.5574,0.14532097,8.49203947E8,0.0348225,1.0,0.0,1.7053026E-13,0.0448875,0.023025,0.018185,2,0.0,0.0063325,0.0055625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7534944391908285,46.80829066456977]}"
4381,0.7285799,0.62434614,0.6306603,0.14049874,8.49203947E8,0.0358675,1.0,0.0,1.7053026E-13,0.0416425,0.0229975,0.0196425,2,0.0,0.0074325,0.00911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.753887462423958,46.80829302534576]}"
4382,0.6284187,0.765823,0.38285333,0.14510074,8.49203947E8,0.03991,1.0,0.0,1.7053026E-13,0.0448875,0.0226675,0.0217325,2,0.0,0.0101825,0.0020425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.754280485691523,46.80829538476908]}"
4383,0.77806085,0.44068456,0.60921323,0.2042567,8.49203947E8,0.037325,1.0,0.0,1.7053026E-13,0.0448875,0.0229975,0.0196425,2,0.0,0.0066075,0.006525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.75467350899354,46.80829774283969]}"
4384,0.7136803,0.6249512,0.4971444,0.20361532,8.49203947E8,0.0338325,1.0,0.0,1.7053026E-13,0.046015,0.026875,0.0196425,2,0.0,0.00625,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.755066532329944,46.80830009955763]}"
4385,0.65290624,0.6562999,0.5418299,0.14401567,8.49203947E8,0.035455,1.0,0.0,1.7053026E-13,0.0448875,0.026875,0.0196425,2,0.0,0.0101825,0.00526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.755459555700735,46.80830245492287]}"
4386,0.71285784,0.6106029,0.4924034,0.14131428,8.49203947E8,0.0393325,1.0,0.0,1.7053026E-13,0.0459875,0.0226125,0.0196425,2,0.0,0.0066075,0.00559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.755852579105862,46.808304808935404]}"
4387,0.8298375,0.59665835,0.635367,-0.056619458,8.48803947E8,0.046235,1.0,0.0,1.7053026E-13,0.06884,0.025885,0.0388925,2,0.0,0.0066625,0.00636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.739735139585652,46.80847703552628]}"
4388,0.8183345,0.66988885,0.65943086,-0.05628758,8.48803947E8,0.0479675,1.0,0.0,1.7053026E-13,0.06697,0.0259125,0.03892,2,0.0,0.006745,0.0051225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7401281635709385,46.808479443658115]}"
4389,0.755984,0.5842458,0.554103,-0.0938691,8.48903947E8,0.047775,6.0,30.0,1.7053026E-13,0.06565,0.0259125,0.03892,2,0.0,0.009165,0.00823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.740521187591323,46.80848185043728]}"
4390,0.7385055,0.6173312,0.49452066,-0.056099553,8.48903947E8,0.0416425,6.0,42.426407,1.7053026E-13,0.0611125,0.024235,0.0370775,2,0.0,0.0073225,0.0053425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.740914211646834,46.808484255863746]}"
4391,0.77524585,0.81740975,0.6281469,-0.025075372,8.48903947E8,0.039195,6.0,30.0,1.7053026E-13,0.0597925,0.02165,0.03485,2,0.0,0.00757,0.0020425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.741307235737443,46.80848665993755]}"
4392,0.77945787,0.78552014,0.5344432,-0.05556973,8.48903947E8,0.0396075,1.0,0.0,1.7053026E-13,0.0564375,0.0216775,0.0335025,2,0.0,0.006745,0.005425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.741700259863141,46.80848906265866]}"
4393,0.8042303,0.61223656,0.6870223,0.024411367,8.48903947E8,0.0403775,6.0,30.0,1.7053026E-13,0.05553,0.02594,0.0267375,2,0.0,0.0050675,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.742093284023861,46.808491464027064]}"
4394,0.7477693,0.6701811,0.5597144,0.04312858,8.48903947E8,0.038425,6.0,42.426407,1.7053026E-13,0.05322,0.02594,0.0267375,2,0.0,0.0073225,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.742486308219618,46.808493864042795]}"
4395,0.81636375,0.514057,0.63950825,0.10096833,8.48903947E8,0.0393875,6.0,30.0,1.7053026E-13,0.05322,0.02594,0.0267375,2,0.0,0.00504,0.006525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.74287933245037,46.80849626270585]}"
4396,0.8203689,0.5858144,0.6848648,0.09826912,8.48903947E8,0.04365,1.0,0.0,1.7053026E-13,0.0573725,0.02594,0.0226125,2,0.0,0.00504,0.0054525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.74327235671615,46.80849866001621]}"
4397,0.79947495,0.6235877,0.628494,0.15333709,8.48903947E8,0.04178,1.0,0.0,1.7053026E-13,0.0573725,0.02594,0.0226125,2,0.0,0.0075425,0.005315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.743665381016898,46.80850105597386]}"
4398,0.8201102,0.6739514,0.6862532,0.10157945,8.48903947E8,0.0396075,1.0,0.0,1.7053026E-13,0.0573725,0.0259675,0.022585,2,0.0,0.004545,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.744058405352582,46.80850345057887]}"
4399,0.7127899,0.66241586,0.5520463,0.09926548,8.49003947E8,0.0375725,1.0,0.0,1.7053026E-13,0.049095,0.0259675,0.022585,2,0.0,0.0073225,0.0051225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.744451429723202,46.80850584383117]}"
4400,0.7304022,0.67367613,0.5542727,0.10108048,8.49003947E8,0.037545,1.0,0.0,1.7053026E-13,0.05102,0.0259675,0.0225575,2,0.0,0.0073225,0.0051225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.744844454128729,46.80850823573076]}"
4401,0.7301055,0.51355886,0.55182725,0.10169235,8.49003947E8,0.0395525,1.0,0.0,1.7053026E-13,0.05322,0.0259675,0.0222275,2,0.0,0.00735,0.006525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.745237478569178,46.80851062627769]}"
4402,0.7573056,0.6610624,0.55879045,0.21046992,8.49003947E8,0.0395525,1.0,0.0,1.7053026E-13,0.0553925,0.0259675,0.01846,2,0.0,0.00735,0.005315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.745630503044498,46.80851301547192]}"
4403,0.83335775,0.6245475,0.6401507,0.13414635,8.49003947E8,0.0395525,1.0,0.0,1.7053026E-13,0.050965,0.02418,0.020275,2,0.0,0.004985,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.746023527554651,46.80851540331346]}"
4404,0.8204613,0.7684569,0.6080402,0.10042135,8.49003947E8,0.03991,1.0,0.0,1.7053026E-13,0.05124,0.021705,0.020275,2,0.0,0.004985,0.0020425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.746416552099649,46.80851778980231]}"
4405,0.7278038,0.62413657,0.57955855,0.10253293,8.49003947E8,0.040075,1.0,0.0,1.7053026E-13,0.0464825,0.025995,0.020275,2,0.0,0.0090825,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.74680957667944,46.80852017493849]}"
4406,0.78688353,0.6118665,0.62995,0.10264733,8.49003947E8,0.040075,1.0,0.0,1.7053026E-13,0.044915,0.025995,0.0203025,2,0.0,0.006635,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.747202601294079,46.80852255872195]}"
4407,0.8051128,0.6243405,0.6883016,0.1256694,8.49003947E8,0.041615,1.0,0.0,1.7053026E-13,0.04904,0.025995,0.018515,2,0.0,0.004545,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.747595625943458,46.80852494115274]}"
4408,0.7892255,0.7684569,0.6080402,0.189811,8.49003947E8,0.0393325,1.0,0.0,1.7053026E-13,0.0487925,0.025995,0.0167,2,0.0,0.004545,0.0020425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.747988650627597,46.808527322230844]}"
4409,0.82229817,0.6185068,0.6422998,0.09454123,8.49103947E8,0.03892,1.0,0.0,1.7053026E-13,0.0487925,0.0217325,0.02033,2,0.0,0.0045725,0.0052875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.748381675346465,46.80852970195624]}"
4410,0.8355409,0.6185068,0.6080402,0.13094386,8.49103947E8,0.0375175,1.0,0.0,1.7053026E-13,0.0487925,0.0217325,0.0167,2,0.0,0.0049575,0.00471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.748774700100053,46.80853208032896]}"
4411,0.7772386,0.41016948,0.5856366,0.09407319,8.49103947E8,0.03892,1.0,0.0,1.7053026E-13,0.046345,0.0192025,0.0167275,2,0.0,0.0045725,0.00636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.749167724888368,46.80853445734899]}"
4412,0.82137626,0.6242746,0.6080402,0.07933126,8.49103947E8,0.0374625,1.0,0.0,1.7053026E-13,0.0463175,0.0191475,0.0167275,2,0.0,0.0045725,0.0046825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7495607497113275,46.80853683301633]}"
4413,0.718845,0.62393314,0.4950189,0.13901152,8.49103947E8,0.0375175,1.0,0.0,1.7053026E-13,0.0443375,0.02176,0.0167275,2,0.0,0.0069375,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.749953774568954,46.808539207330966]}"
4414,0.8130239,0.6599397,0.63030416,0.13901152,8.49103947E8,0.039305,1.0,0.0,1.7053026E-13,0.0443375,0.0227225,0.0203575,2,0.0,0.0045725,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.750346799461196,46.80854158029294]}"
4415,0.74569494,0.6144982,0.5326644,0.14928801,8.49103947E8,0.03731125,1.0,0.0,1.7053026E-13,0.04894375,0.0222825,0.0175525,2,0.0,0.00757,0.00491625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.750739824388069,46.8085439519022]}"
4416,0.7561358,0.42248243,0.56371474,0.15856236,8.49103947E8,0.03618375,1.0,0.0,1.7053026E-13,0.04894375,0.02226875,0.01753875,2,0.0,0.00601625,0.0080925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.75113284934957,46.808546322158755]}"
4417,0.6558778,0.53077024,0.4953592,0.119450174,8.49103947E8,0.03194875,1.0,0.0,1.7053026E-13,0.04226125,0.024565,0.0231075,2,0.0,0.00741875,0.00884875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.751525874345624,46.808548691062626]}"
4418,0.71498936,0.6228266,0.49408537,0.13284819,8.49103947E8,0.03639,1.0,0.0,1.7053026E-13,0.0443925,0.02275,0.0182675,2,0.0,0.0073775,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.751918899376231,46.80855105861383]}"
4419,0.7358354,0.47987467,0.57784545,0.14403652,8.49203947E8,0.03716,1.0,0.0,1.7053026E-13,0.0448875,0.023025,0.01824,2,0.0,0.0063875,0.005535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752311924441392,46.80855342481233]}"
4420,0.735384,0.6176334,0.4914917,0.1398204,8.49203947E8,0.0388925,1.0,0.0,1.7053026E-13,0.048875,0.0227225,0.021815,2,0.0,0.0073775,0.005535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752704949541079,46.80855578965814]}"
4421,0.7359215,0.7339141,0.5525961,0.16605608,8.49203947E8,0.03782,1.0,0.0,1.7053026E-13,0.048875,0.023025,0.0217875,2,0.0,0.0074325,0.0046825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.753097974675268,46.808558153151246]}"
4422,0.7775117,0.60387516,0.63681346,0.13031359,8.49203947E8,0.041065,1.0,0.0,1.7053026E-13,0.048875,0.022695,0.018185,2,0.0,0.006635,0.0046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.753490999843907,46.80856051529166]}"
4423,0.71498936,0.5899461,0.50796294,0.13248971,8.49203947E8,0.03749,1.0,0.0,1.7053026E-13,0.0448875,0.0226675,0.0181575,2,0.0,0.0074325,0.00911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.753884025047014,46.8085628760794]}"
4424,0.6468047,0.624548,0.49386275,0.14049874,8.49203947E8,0.0366375,1.0,0.0,1.7053026E-13,0.0434025,0.0226675,0.01813,2,0.0,0.00977,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.754277050284554,46.80856523551443]}"
4425,0.78909445,0.62293905,0.63040775,0.13530135,8.49203947E8,0.0358675,1.0,0.0,1.7053026E-13,0.042385,0.02264,0.021705,2,0.0,0.0049025,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.754670075556549,46.80856759359676]}"
4426,0.6880585,0.6239451,0.4971444,0.13031359,8.49203947E8,0.0399375,1.0,0.0,1.7053026E-13,0.04156,0.0229975,0.0216775,2,0.0,0.007405,0.00526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.755063100862944,46.8085699503264]}"
4427,0.7137933,0.60592246,0.49640417,0.28880414,8.49203947E8,0.0410925,1.0,0.0,1.7053026E-13,0.0443925,0.0229975,0.0156,2,0.0,0.007405,0.00801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.755456126203687,46.808572305703365]}"
4428,0.68623495,0.6414059,0.55915695,0.14390688,8.49203947E8,0.0365,1.0,0.0,1.7053026E-13,0.046015,0.0229975,0.0196425,2,0.0,0.0066075,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.755849151578804,46.8085746597276]}"
4429,0.8018469,0.7928629,0.554103,-0.037278287,8.48803948E8,0.0441725,1.0,0.0,1.7053026E-13,0.0672175,0.0259125,0.034905,2,0.0,0.0073225,0.0047375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.739731631254888,46.80874688582345]}"
4430,0.7828599,0.5842458,0.49016377,-0.056619458,8.48803948E8,0.0444475,1.0,0.0,1.7053026E-13,0.0666125,0.0259125,0.036005,2,0.0,0.007845,0.006525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7401246572101385,46.808749293967274]}"
4431,0.8028882,0.62033933,0.554103,-0.015776658,8.48903948E8,0.044035,1.0,0.0,1.7053026E-13,0.0633125,0.0259125,0.033365,2,0.0,0.0073225,0.0081475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.740517683200501,46.80875170075838]}"
4432,0.84344137,0.75710624,0.68251723,-0.016149484,8.48903948E8,0.0427425,6.0,30.0,1.7053026E-13,0.0614975,0.0259125,0.0319625,2,0.0,0.0045175,0.0047375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.740910709225976,46.808754106196815]}"
4433,0.7412913,0.76522774,0.55375427,-0.015788244,8.48903948E8,0.041395,6.0,42.426407,1.7053026E-13,0.06114,0.0259125,0.0308625,2,0.0,0.0073225,0.005425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7413037352865635,46.80875651028257]}"
4434,0.75381136,0.5145541,0.55497044,0.023689028,8.48903948E8,0.04365,6.0,30.0,1.7053026E-13,0.0564375,0.02594,0.029845,2,0.0,0.0078175,0.006525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.741696761382224,46.80875891301561]}"
4435,0.7687792,0.5145541,0.5504939,0.097930394,8.48903948E8,0.041505,1.0,0.0,1.7053026E-13,0.0553925,0.02594,0.026765,2,0.0,0.006965,0.006525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7420897875129215,46.808761314395966]}"
4436,0.7640656,0.7656461,0.5597144,0.023745278,8.48903948E8,0.039305,6.0,30.0,1.7053026E-13,0.05322,0.02594,0.030835,2,0.0,0.0073225,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.742482813678655,46.80876371442362]}"
4437,0.83364964,0.7656461,0.7761964,0.10199876,8.48903948E8,0.0396075,6.0,30.0,1.7053026E-13,0.05322,0.02594,0.0267375,2,0.0,0.00515,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.742875839879399,46.80876611309859]}"
4438,0.7276671,0.6739514,0.57116175,0.10215313,8.48903948E8,0.04387,1.0,0.0,1.7053026E-13,0.05322,0.0259675,0.0226125,2,0.0,0.006855,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7432688661151525,46.80876851042087]}"
4439,0.7160584,0.6138195,0.5600781,0.102987744,8.48903948E8,0.0396075,1.0,0.0,1.7053026E-13,0.05322,0.0259675,0.0226125,2,0.0,0.0073225,0.0047925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.743661892385879,46.80877090639044]}"
4440,0.788251,0.6181157,0.5796731,0.023844546,8.48903948E8,0.0375725,1.0,0.0,1.7053026E-13,0.05322,0.021705,0.0226125,2,0.0,0.00735,0.0051225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.744054918691541,46.80877330100732]}"
4441,0.82000726,0.67367613,0.6862532,0.09677851,8.49003948E8,0.0375725,1.0,0.0,1.7053026E-13,0.05102,0.0259675,0.0202475,2,0.0,0.004545,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.744447945032137,46.80877569427153]}"
4442,0.78886,0.67367613,0.6293465,0.10725688,8.49003948E8,0.0396075,1.0,0.0,1.7053026E-13,0.046565,0.0259675,0.0202475,2,0.0,0.00735,0.005095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.744840971407641,46.808778086183025]}"
4443,0.84497625,0.50716776,0.70778984,0.12991524,8.49003948E8,0.037325,1.0,0.0,1.7053026E-13,0.0465375,0.0259675,0.020275,2,0.0,0.0050125,0.006525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.745233997818082,46.80878047674182]}"
4444,0.71514386,0.670764,0.5591543,0.107290715,8.49003948E8,0.0372975,1.0,0.0,1.7053026E-13,0.0465375,0.025995,0.018625,2,0.0,0.00735,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.745627024263379,46.808782865947926]}"
4445,0.8456955,0.764668,0.7740961,0.11786741,8.49003948E8,0.0395525,1.0,0.0,1.7053026E-13,0.04651,0.021705,0.0184875,2,0.0,0.004545,0.001135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.74602005074352,46.80878525380135]}"
4446,0.78869677,0.73381484,0.6417404,0.10766566,8.49003948E8,0.0375175,1.0,0.0,1.7053026E-13,0.04904,0.021705,0.015655,2,0.0,0.004545,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.746413077258483,46.80878764030207]}"
4447,0.8041216,0.6181157,0.6046432,0.07821823,8.49003948E8,0.0375175,1.0,0.0,1.7053026E-13,0.04904,0.021705,0.0185425,2,0.0,0.004545,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.746806103808277,46.80879002545009]}"
4448,0.85460645,0.6181157,0.7373897,0.100576736,8.49003948E8,0.041615,1.0,0.0,1.7053026E-13,0.04904,0.021705,0.0167,2,0.0,0.004985,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.747199130392891,46.80879240924542]}"
4449,0.7766925,0.61054265,0.57919174,0.14201666,8.49003948E8,0.0392225,1.0,0.0,1.7053026E-13,0.0464275,0.0194775,0.0149675,2,0.0,0.006635,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.74759215701225,46.80879479168803]}"
4450,0.7766925,0.61142623,0.58511966,0.078288615,8.49003948E8,0.0389475,1.0,0.0,1.7053026E-13,0.0464,0.0194225,0.02033,2,0.0,0.006635,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.747985183666366,46.80879717277798]}"
4451,0.83563864,0.86729974,0.6848648,0.07877399,8.49103948E8,0.040075,1.0,0.0,1.7053026E-13,0.044915,0.0195325,0.02033,2,0.0,0.004985,0.0013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.748378210355223,46.80879955251522]}"
4452,0.8058706,0.6078676,0.6080402,0.1490681,8.49103948E8,0.03749,1.0,0.0,1.7053026E-13,0.0443375,0.0194225,0.0167275,2,0.0,0.0045725,0.0050675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.748771237078801,46.808801930899754]}"
4453,0.794159,0.66136426,0.6419465,0.21128626,8.49103948E8,0.03749,1.0,0.0,1.7053026E-13,0.046125,0.022915,0.014885,2,0.0,0.0045725,0.0046825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.749164263837106,46.808804307931595]}"
4454,0.7190016,0.76652795,0.49256414,0.13887928,8.49103948E8,0.0400475,1.0,0.0,1.7053026E-13,0.04255,0.0228875,0.0239325,2,0.0,0.0069375,0.0020425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.749557290630043,46.80880668361076]}"
4455,0.806378,0.6188971,0.68976235,0.07933126,8.49103948E8,0.0375175,1.0,0.0,1.7053026E-13,0.044365,0.0228325,0.0203575,2,0.0,0.0049575,0.0080925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.74995031745766,46.80880905793719]}"
4456,0.80640066,0.6599938,0.64778703,0.13906161,8.49103948E8,0.03590875,1.0,0.0,1.7053026E-13,0.04531375,0.0229425,0.019065,2,0.0,0.004765,0.00488875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.750343344319892,46.80881143091093]}"
4457,0.82531714,0.7751143,0.64778703,0.12583059,8.49103948E8,0.03519375,1.0,0.0,1.7053026E-13,0.0468675,0.0222825,0.01753875,2,0.0,0.004765,0.00196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.750736371216755,46.80881380253199]}"
4458,0.72024167,0.6138664,0.51612085,0.15809318,8.49103948E8,0.03595,1.0,0.0,1.7053026E-13,0.04462625,0.0222825,0.0175525,2,0.0,0.00678625,0.00493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.75112939814826,46.80881617280035]}"
4459,0.7470536,0.6204148,0.55106276,0.17370978,8.49103948E8,0.03566125,1.0,0.0,1.7053026E-13,0.04209625,0.0222825,0.01905125,2,0.0,0.00615375,0.00521875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.751522425114291,46.80881854171601]}"
4460,0.73135686,0.61364424,0.6042515,0.19023816,8.49103948E8,0.0343275,1.0,0.0,1.7053026E-13,0.0420825,0.02226875,0.0151875,2,0.0,0.00653875,0.00521875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7519154521149005,46.808820909278964]}"
4461,0.7143922,0.6083689,0.49375644,0.11919424,8.49203948E8,0.03519375,1.0,0.0,1.7053026E-13,0.04341625,0.022255,0.017525,2,0.0,0.00741875,0.0052875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752308479150035,46.80882327548922]}"
4462,0.7143922,0.6081371,0.49375644,0.14862753,8.49203948E8,0.03315875,1.0,0.0,1.7053026E-13,0.0426875,0.022255,0.01751125,2,0.0,0.007405,0.00510875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7527015062197275,46.80882564034678]}"
4463,0.7914128,0.64075255,0.64807487,0.11926781,8.49203948E8,0.03453375,1.0,0.0,1.7053026E-13,0.04292125,0.02286,0.01905125,2,0.0,0.00475125,0.00497125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.753094533323893,46.80882800385163]}"
4464,0.78294516,0.794908,0.63988066,0.13523935,8.49203948E8,0.03541375,1.0,0.0,1.7053026E-13,0.041175,0.02224125,0.0174975,2,0.0,0.00475125,0.00196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.753487560462537,46.8088303660038]}"
4465,0.7121787,0.6176334,0.49386275,0.16565114,8.49203948E8,0.035455,1.0,0.0,1.7053026E-13,0.041615,0.0226675,0.0181575,2,0.0,0.0073775,0.00526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.75388058763563,46.808832726803274]}"
4466,0.6774264,0.6176334,0.5404805,0.14049874,8.49203948E8,0.0348775,1.0,0.0,1.7053026E-13,0.041615,0.023025,0.0217325,2,0.0,0.01021,0.0055625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.754273614843174,46.80883508625002]}"
4467,0.80753756,0.62293905,0.6440047,0.1004183,8.49203948E8,0.0348775,1.0,0.0,1.7053026E-13,0.0460425,0.0266,0.021705,2,0.0,0.0049025,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7546666420851595,46.808837444344086]}"
4468,0.71498936,0.6202862,0.57752085,0.13466746,8.49203948E8,0.035455,1.0,0.0,1.7053026E-13,0.0448875,0.0266,0.0216775,2,0.0,0.0074325,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.755059669361543,46.808839801085455]}"
4469,0.6771437,0.6570089,0.4929438,0.22406723,8.49203948E8,0.03485,1.0,0.0,1.7053026E-13,0.0460425,0.0249775,0.018075,2,0.0,0.007405,0.00515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7554526966722905,46.808842156474086]}"
4470,0.6284879,0.57545173,0.47049668,0.13540256,8.49203948E8,0.0343275,1.0,0.0,1.7053026E-13,0.0443925,0.0240975,0.01967,2,0.0,0.01021,0.00911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7558457240174095,46.808844510510056]}"
4471,0.8018469,0.61423767,0.48987854,-0.037278287,8.48803948E8,0.0476925,1.0,0.0,1.7053026E-13,0.066585,0.0259125,0.034905,2,0.0,0.0073225,0.0051225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.739335094998884,46.809014326602366]}"
4472,0.78913647,0.62282753,0.5593501,-0.036811978,8.48803948E8,0.043595,1.0,0.0,1.7053026E-13,0.0644125,0.0259125,0.0349325,2,0.0,0.0073225,0.00636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.739728122888962,46.80901673611085]}"
