system:index,MNDWI,NBR,NDMI,NDVI,block_id,blue,class_numeric,dist_to_water,elev_rel_lake,green,nir,red,reserve_id,slope,swir1,swir2,.geo
0,-0.43162295,0.6093879,0.32211313,0.7094386,8.51703964E8,0.02974875,6.0,42.426407,8.0,0.0529175,0.25562,0.04176625,4,3.0924196,0.13738374,0.0624325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852427035421788,46.85498961771016]}"
1,-0.40010244,0.6426674,0.3445174,0.7218566,8.51703964E8,0.03412125,4.0,30.0,7.0,0.0571525,0.27403125,0.04176625,4,2.2966952,0.13191125,0.0608375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85282040391586,46.85499163796719]}"
2,-0.4435627,0.41164255,0.10773758,0.5443687,8.51703965E8,0.04501125,5.0,42.426407,5.0,0.069115,0.22461376,0.06761625,4,3.7047918,0.187585,0.09759125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8520307190114496,46.85525744781685]}"
3,-0.43795598,0.4564467,0.17782326,0.5866585,8.51703965E8,0.04195875,5.0,30.0,5.0,0.06169,0.22719875,0.058115,4,4.6273675,0.162505,0.0849275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8524240894494675,46.85525946943782]}"
4,-0.42903718,0.5565115,0.23208728,0.6491343,8.51703965E8,0.03749,1.0,0.0,5.0,0.05942125,0.23461,0.04866875,4,2.7802885,0.15099625,0.06879875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852817459917028,46.855261489704915]}"
5,-0.41651586,0.5592041,0.27672836,0.70007664,8.51703965E8,0.03329625,4.0,30.0,7.0,0.059435,0.23531125,0.04231625,4,6.543783,0.1464725,0.07000875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853210830414134,46.8552635086181]}"
6,-0.4701103,0.43881083,0.11952885,0.58704245,8.51703965E8,0.042825,3.0,60.0,4.0,0.06906,0.244015,0.0608375,4,0.92740995,0.1949,0.096615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.851634398654112,46.855525276538785]}"
7,-0.4736901,0.39167035,0.08906324,0.5594057,8.51703965E8,0.0479125,6.0,30.0,4.0,0.0705725,0.232465,0.0667775,4,0.92740995,0.20524,0.1045625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85202777103605,46.85552729952376]}"
8,-0.46843657,0.3940718,0.08811925,0.54310393,8.51703965E8,0.04662,1.0,0.0,3.0,0.0747525,0.228285,0.0734875,4,1.8543341,0.19589,0.107945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852421143447581,46.855529321154776]}"
9,-0.46234277,0.3881255,0.08676041,0.5471292,8.51703965E8,0.042715,1.0,0.0,4.0,0.0718925,0.215635,0.0632025,4,1.6426519,0.186485,0.0990075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852814515888653,46.8555313414319]}"
10,-0.44567725,0.4069902,0.12819658,0.5518101,8.51703965E8,0.0377925,6.0,30.0,5.0,0.06884,0.221355,0.0639725,4,2.86439,0.1771075,0.0990075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853207888359269,46.85553336035516]}"
11,-0.45458737,0.5477666,0.23510809,0.66876346,8.51703965E8,0.0377925,6.0,60.0,6.0,0.0586375,0.2580125,0.0484625,4,3.8799732,0.1646225,0.076705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853601260859404,46.85553537792451]}"
12,-0.4245144,0.6156713,0.3356629,0.7380712,8.51803965E8,0.039745,4.0,90.0,7.0,0.05674,0.2823775,0.0452175,4,6.145753,0.14045,0.06554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8539946333890205,46.85553739413994]}"
13,-0.30473918,0.48111078,0.22448169,0.5374985,8.51603965E8,0.05256,2.0,94.86833,6.0,0.0841025,0.2541075,0.075055,4,1.6426576,0.1552175,0.0900975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.847697706752071,46.85577482380979]}"
14,-0.24542867,0.55437,0.2736641,0.59880525,8.51603965E8,0.0445025,2.0,90.0,6.0,0.069115,0.2174775,0.0560525,4,1.356052,0.1278825,0.0646325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848091080810663,46.855776860343866]}"
15,-0.4740273,0.44687694,0.12063287,0.59543955,8.51703965E8,0.0387,4.0,42.426407,4.0,0.059985,0.21259625,0.05576375,4,1.356052,0.17258374,0.08714125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85163144867562,46.85579512822484]}"
16,-0.49261612,0.42119458,0.09078678,0.5964011,8.51703965E8,0.0419725,4.0,30.0,4.0,0.06321625,0.220585,0.0594075,4,1.356052,0.1837625,0.08983625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852024823031081,46.85579715121986]}"
17,-0.49178892,0.3794664,0.074205674,0.56665546,8.51703965E8,0.04594625,1.0,0.0,3.0,0.0705175,0.2335375,0.06695625,4,1.356052,0.20797625,0.10848125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852418197416137,46.855799172860976]}"
18,-0.4744443,0.39289385,0.09875311,0.54520917,8.51703965E8,0.044695,6.0,30.0,4.0,0.07259375,0.24081124,0.068015,4,2.864403,0.20172,0.102665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852811571830736,46.85580119314816]}"
19,-0.46735284,0.45351627,0.16863075,0.593791,8.51703965E8,0.04448875,2.0,42.426407,6.0,0.070655,0.256885,0.0668875,4,1.356052,0.18242875,0.09860875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853204946274889,46.85580321208145]}"
20,-0.45806703,0.5545149,0.25293407,0.6964164,8.51703965E8,0.042055,2.0,67.08204,6.0,0.0683175,0.3083925,0.05397625,4,0.0,0.18611374,0.0880625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8535983207485485,46.855805229660824]}"
21,-0.44275132,0.63862795,0.34905118,0.7474183,8.51803965E8,0.04025375,6.0,94.86833,6.0,0.0656225,0.34797874,0.0502225,4,0.92740995,0.16980626,0.07676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853991695251701,46.85580724588628]}"
22,-0.46314657,0.58513343,0.30430117,0.7248793,8.51803965E8,0.04305875,4.0,123.69317,8.0,0.07053125,0.3478275,0.05584625,4,8.15992,0.19934125,0.09137625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.854385069784358,46.85580926075782]}"
23,0.0025539056,0.45805013,0.23969276,0.39608896,8.51503965E8,0.05304125,2.0,150.0,1.0,0.07094375,0.1169925,0.050195,4,3.0924318,0.0803075,0.045905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.845334481442024,46.856032427686486]}"
24,-0.22060357,0.32675618,0.15735085,0.35473856,8.51603965E8,0.0993375,2.0,84.85281,5.0,0.13891,0.3082,0.1408625,4,1.6426635,0.22361,0.15222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8473013610061315,46.856042637485885]}"
25,-0.2769258,0.25159714,0.09349213,0.35789418,8.51603965E8,0.0960925,2.0,67.08204,5.0,0.1321175,0.28415126,0.1303575,4,2.2967117,0.24001375,0.17607625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.847694737008505,46.85604467538404]}"
26,-0.2879411,0.23994464,0.09933893,0.37234947,8.51603965E8,0.08688,2.0,60.0,6.0,0.1237575,0.2587825,0.124005,4,1.6426635,0.23208,0.16542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848088113040634,46.85604671192825]}"
27,-0.28239703,0.34832156,0.16323428,0.43546048,8.51603965E8,0.07544,3.0,67.08204,6.0,0.11141,0.272725,0.10822,4,0.92740995,0.19864,0.138635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848481489102562,46.85604874711858]}"
28,-0.4525329,0.45668527,0.16255876,0.6205291,8.51703965E8,0.04046,2.0,60.0,2.0,0.06147,0.2235825,0.0524775,4,1.6426635,0.1708375,0.0727725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.851235122368076,46.85606295554117]}"
29,-0.43916935,0.46881324,0.1494598,0.59553695,8.51703965E8,0.0398275,2.0,30.0,4.0,0.060755,0.22433876,0.05240875,4,1.3560591,0.1680875,0.07674625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85162849866752,46.85606497990016]}"
30,-0.45129314,0.49179843,0.13878265,0.59841436,8.51703965E8,0.04091375,1.0,0.0,4.0,0.06321625,0.2296875,0.0578125,4,1.3560591,0.17378,0.0803075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852021874996532,46.856067002905256]}"
31,-0.44189385,0.43255934,0.11387799,0.57922256,8.51703965E8,0.03992375,1.0,0.0,3.0,0.06618625,0.2147,0.05942125,4,0.0,0.18039376,0.08743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852415251355137,46.85606902455639]}"
32,-0.48020342,0.4472126,0.11564035,0.6167494,8.51703965E8,0.03849375,6.0,30.0,3.0,0.068345,0.24554124,0.05623125,4,1.6426635,0.197705,0.0958175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852808627743287,46.85607104485365]}"
33,-0.42111322,0.535467,0.21688871,0.66770655,8.51703965E8,0.0419175,2.0,60.0,5.0,0.06565,0.28115374,0.0562175,4,3.282631,0.18781875,0.08479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853202004160991,46.85607306379697]}"
34,-0.43042746,0.6005123,0.29162362,0.7226565,8.51703965E8,0.0409825,2.0,84.85281,6.0,0.067795,0.3367725,0.05240875,4,2.2967117,0.18193375,0.0815725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853595380608201,46.85607508138639]}"
35,-0.4592991,0.6874028,0.37767136,0.7833395,8.51803965E8,0.0347675,2.0,108.16654,6.0,0.061965,0.3731,0.04583625,4,1.8543341,0.1689675,0.0710125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853988757084904,46.85607709762189]}"
36,-0.45291913,0.68827766,0.38031402,0.7962571,8.51803965E8,0.03474,6.0,134.16408,7.0,0.05691875,0.35367125,0.04149125,4,4.4627767,0.15794,0.06422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.854382133591109,46.85607911250346]}"
37,-0.4319709,0.65371203,0.3401844,0.73923194,8.51803965E8,0.0346575,4.0,161.55495,9.0,0.05691875,0.31126624,0.0460975,4,5.489508,0.14618374,0.06422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85477551012676,46.856081126031135]}"
38,0.5348729,0.49373424,0.3592652,0.093937375,8.51503965E8,0.0518175,2.0,127.27922,1.7053026E-13,0.07256625,0.04156,0.03497375,4,0.92740995,0.0210725,0.01399125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.845331499827292,46.856302279189045]}"
39,-0.11208565,0.46075478,0.19536267,0.48129192,8.51503965E8,0.0460975,2.0,108.16654,1.7053026E-13,0.0656775,0.12571,0.0459325,4,1.8543341,0.08622,0.0544025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.845724877653923,46.85630432386693]}"
40,-0.29108268,0.38522387,0.17341825,0.47084925,8.51603965E8,0.08743,2.0,90.0,5.0,0.1193025,0.3081725,0.117735,4,1.8543341,0.2123075,0.140285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.846905011313118,46.85631044977705]}"
41,-0.28148076,0.23560938,0.08100679,0.35318178,8.51603965E8,0.09684875,2.0,67.08204,5.0,0.14150874,0.2922775,0.1427875,4,1.356066,0.2483875,0.18152125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.847298389259204,46.856312489039254]}"
42,-0.29008025,0.17860432,0.038317695,0.33135018,8.51603965E8,0.096945,2.0,42.426407,4.0,0.15002,0.303965,0.1512575,4,2.296716,0.2785,0.2081825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8476917672351405,46.85631452694755]}"
43,-0.35635316,0.22984369,0.08368221,0.42076653,8.51603965E8,0.0836075,2.0,30.0,5.0,0.1259575,0.3127925,0.1201275,4,3.2826424,0.260295,0.1869525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848085145240845,46.85631656350189]}"
44,-0.30043653,0.20075922,0.0791679,0.36056998,8.51603965E8,0.0769525,2.0,42.426407,6.0,0.117955,0.2378,0.12274,4,2.8644295,0.1989975,0.15475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848478523276338,46.856318598702345]}"
45,-0.3446424,0.4091802,0.19874468,0.55399704,8.51603965E8,0.0552825,3.0,67.08204,4.0,0.0897125,0.27036,0.08094,4,3.2826424,0.1771075,0.106405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848871901341563,46.85632063254887]}"
46,-0.43916434,0.50452304,0.1743818,0.6677991,8.51703965E8,0.03771,2.0,67.08204,3.0,0.0663375,0.2626325,0.05245,4,0.92740995,0.1809575,0.0782175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85123217035682,46.856332807195635]}"
47,-0.43618488,0.54300016,0.21557643,0.6341542,8.51703965E8,0.0421925,2.0,42.426407,4.0,0.0693625,0.2660975,0.05564,4,1.6426692,0.1802425,0.0782175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.851625548629811,46.85633483156469]}"
48,-0.37896413,0.53627944,0.21379621,0.5497367,8.51703965E8,0.0369125,2.0,30.0,4.0,0.06147,0.20997,0.0556675,4,1.6426692,0.1472975,0.068785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8520189269323994,46.85633685457986]}"
49,-0.2307011,0.504445,0.23575464,0.42449424,8.51703965E8,0.03755875,2.0,30.0,3.0,0.06170375,0.14815,0.05942125,4,0.0,0.09577625,0.05147375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852412305264571,46.85633887624107]}"
50,-0.32316187,0.5572149,0.18855518,0.5495831,8.51703965E8,0.039745,2.0,42.426407,3.0,0.0641925,0.19532625,0.05623125,4,0.0,0.1302475,0.05724875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852805683626293,46.856340896548375]}"
51,-0.44088382,0.5664569,0.22633375,0.67251045,8.51703965E8,0.04322375,2.0,67.08204,4.0,0.0664475,0.26597375,0.05443,4,2.296716,0.1725975,0.077035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853199062017574,46.856342915501756]}"
52,-0.46234086,0.5594843,0.2344254,0.69420385,8.51703965E8,0.042,2.0,94.86833,4.0,0.0575375,0.26490125,0.04866875,4,3.7047918,0.158545,0.076485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853592440438349,46.85634493310122]}"
53,-0.45455995,0.6702912,0.36938587,0.7717826,8.51803965E8,0.03518,2.0,123.69317,4.0,0.049315,0.307925,0.038865,4,3.9438775,0.13985875,0.0608375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853985818888626,46.856346949346744]}"
54,-0.45039144,0.6870335,0.37181368,0.7779693,8.51803965E8,0.0347675,2.0,150.0,6.0,0.05102,0.3042125,0.0385625,4,3.2826424,0.14115125,0.0608375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.854379197368411,46.85634896423836]}"
55,-0.45979097,0.6830763,0.3623511,0.78692895,8.51803965E8,0.03293875,6.0,174.92856,7.0,0.05251875,0.30293375,0.03827375,4,3.8800025,0.14078,0.06120875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.854772575877622,46.85635097777604]}"
56,0.41300872,0.47809744,0.25458238,0.16535561,8.51503965E8,0.04541,2.0,84.85281,1.7053026E-13,0.0740925,0.0540725,0.035565,4,0.0,0.0321275,0.0190925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.845721897982842,46.85657417536887]}"
57,-0.1943986,0.5191071,0.24149218,0.56215966,8.51603965E8,0.0505525,2.0,67.08204,1.7053026E-13,0.0755775,0.17818,0.0492325,4,0.0,0.1175975,0.062075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.84611527781296,46.85657621870302]}"
58,-0.32033896,0.5280129,0.27229714,0.6165361,8.51603965E8,0.057455,2.0,60.0,1.7053026E-13,0.084515,0.287355,0.06895,4,7.683698,0.1641825,0.0900975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.846508657672965,46.85657826068323]}"
59,-0.35260984,0.45513663,0.21170177,0.56537026,8.51603965E8,0.0618275,2.0,60.0,6.0,0.101455,0.3311075,0.0899325,4,4.6273675,0.2145075,0.1244725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.846902037562803,46.85658030130951]}"
60,-0.32887203,0.2721868,0.09748906,0.37442437,8.51603965E8,0.0883925,2.0,60.0,5.0,0.130055,0.3144975,0.143145,4,6.1458077,0.2634575,0.187915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.847295417482466,46.856582340581866]}"
61,-0.34454954,0.31102115,0.124094136,0.4290707,8.51603965E8,0.0841575,2.0,30.0,3.0,0.12813,0.32195,0.13044,4,3.9438798,0.2734675,0.176035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.847688797431977,46.85658437850027]}"
62,-0.33602485,0.40045592,0.18050468,0.47830755,8.51603965E8,0.0769525,1.0,0.0,4.0,0.115645,0.308145,0.1063775,4,5.3569026,0.2340325,0.144245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848082177411261,46.85658641506477]}"
63,-0.2968987,0.2571004,0.11186736,0.41562104,8.51603965E8,0.08166875,2.0,30.0,5.0,0.11433875,0.2673625,0.11497125,4,5.70888,0.2091175,0.1538425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848475557420339,46.856588450275346]}"
64,-0.2833888,0.23396589,0.085827075,0.39366764,8.51603965E8,0.082535,2.0,42.426407,4.0,0.11746,0.24705376,0.11722625,4,2.8644428,0.21311875,0.15721124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848868937459167,46.85659048413198]}"
65,-0.30224404,0.40921634,0.21361229,0.5428438,8.51603965E8,0.060095,3.0,60.0,3.0,0.08732,0.26662,0.08094,4,1.642675,0.1727625,0.1104475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.849262317527714,46.8565925166347]}"
66,-0.36698622,0.56447667,0.27554098,0.6379377,8.51603965E8,0.046565,4.0,67.08204,4.0,0.073295,0.295385,0.0595725,4,1.356073,0.17257,0.08468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.84965569762601,46.85659454778347]}"
67,-0.44582468,0.5278838,0.20296828,0.67337126,8.51703965E8,0.04178,2.0,108.16654,3.0,0.07016,0.287025,0.05564,4,1.356073,0.1922325,0.0847075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.850835838098979,46.85660063310626]}"
68,-0.43198717,0.59657,0.24388178,0.6794161,8.51703965E8,0.0399375,2.0,84.85281,3.0,0.0693625,0.3120775,0.0558875,4,0.0,0.1898125,0.0807475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85122921831593,46.85660265883935]}"
69,-0.41963845,0.60945886,0.2580156,0.6794161,8.51703965E8,0.0399375,2.0,67.08204,3.0,0.071865,0.3120775,0.05564,4,1.8543341,0.1898125,0.07676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.851622598562511,46.85660468321847]}"
70,-0.38926926,0.5345143,0.22042964,0.652151,8.51703965E8,0.03771,2.0,60.0,3.0,0.0671625,0.2660975,0.05245,4,1.8543341,0.1669875,0.07676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852015978838688,46.8566067062437]}"
71,-0.31520405,0.5199705,0.19699103,0.5133237,8.51703965E8,0.03639,2.0,60.0,3.0,0.0617725,0.1828275,0.05372875,4,0.92740995,0.1280475,0.06283125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852409359144459,46.85660872791499]}"
72,-0.3767614,0.4938278,0.17424607,0.5744411,8.51703965E8,0.03744875,2.0,67.08204,3.0,0.06607625,0.21485125,0.05623125,4,0.92740995,0.14148125,0.0727175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852802739479773,46.85661074823233]}"
73,-0.45152706,0.5358024,0.19713688,0.6529813,8.51703965E8,0.04198625,2.0,84.85281,3.0,0.0683175,0.26575375,0.059435,4,2.29672,0.1853575,0.0886675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853196119844628,46.856612767195756]}"
74,-0.45429382,0.51463795,0.19428852,0.6346984,8.51703965E8,0.04382875,2.0,108.16654,2.0,0.0651,0.24603625,0.056795,4,2.29672,0.17602125,0.08447375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8535895002390035,46.85661478480528]}"
75,-0.46653062,0.5712103,0.23420846,0.6741314,8.51803965E8,0.03529,2.0,134.16408,2.0,0.0571525,0.25417626,0.04655125,4,3.282654,0.1545025,0.0700225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8539828806628815,46.85661680106083]}"
76,-0.45822275,0.6592097,0.32580215,0.7257396,8.51803965E8,0.0347675,2.0,161.55495,5.0,0.05309625,0.28299624,0.0407075,4,3.282654,0.1423475,0.06049375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.854376261116241,46.856618815962456]}"
77,-0.46989942,0.68455774,0.37122598,0.79334104,8.51803965E8,0.03329625,6.0,189.73666,6.0,0.05680875,0.32993874,0.03810875,4,3.282654,0.15404876,0.06472875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.854769641599056,46.85662082951016]}"
78,-0.47616062,0.58668154,0.30940062,0.7624513,8.51803965E8,0.034795,6.0,216.33308,7.0,0.0533025,0.30813125,0.041505,4,3.7047918,0.163275,0.08026625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.855163022111336,46.85662284170394]}"
79,0.56430507,0.38672403,0.30496728,-0.0013181546,8.51503965E8,0.0487375,2.0,67.08204,1.7053026E-13,0.07082,0.035125,0.0333925,4,0.0,0.019725,0.013675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.845718918281877,46.85684402686008]}"
80,0.38452885,0.413328,0.18406558,0.1371447,8.51603965E8,0.049425,2.0,42.426407,1.7053026E-13,0.071095,0.047555,0.0333925,4,0.0,0.033915,0.0190925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.846112300085594,46.85684607020439]}"
81,-0.046567947,0.43825457,0.1670282,0.40071943,8.51603965E8,0.0483525,2.0,30.0,1.7053026E-13,0.0691425,0.119825,0.045905,4,0.0,0.070765,0.045025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8465056819192,46.85684811219474]}"
82,-0.2184337,0.40434456,0.22478642,0.44406793,8.51603965E8,0.0704625,2.0,30.0,1.7053026E-13,0.1101175,0.2587275,0.0986775,4,2.7802885,0.1756225,0.10239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.847685827599017,46.856854230042245]}"
83,0.095882416,0.3412859,0.16462003,0.11593382,8.51603965E8,0.0852575,1.0,0.0,1.7053026E-13,0.1270575,0.12610875,0.10589625,4,3.7047918,0.10228,0.0684275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848079209551901,46.85685626661688]}"
84,0.16971812,0.3326857,0.14233178,0.07486246,8.51603965E8,0.07434,1.0,0.0,1.7053026E-13,0.11433875,0.10452125,0.09517125,4,6.1458216,0.07982625,0.05496625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848472591534596,46.85685830183759]}"
85,0.015954752,0.26826957,0.0873212,0.18108036,8.51603965E8,0.08483125,6.0,30.0,3.0,0.1270575,0.1527975,0.11054375,4,5.4895544,0.1254625,0.09733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.848865973547024,46.85686033570433]}"
86,-0.114040285,0.27401462,0.104627036,0.26657036,8.51603965E8,0.0843775,2.0,30.0,3.0,0.12599875,0.19912125,0.11719875,4,3.092441,0.16064875,0.11251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.849259355589186,46.85686236821717]}"
87,-0.29067957,0.48780504,0.180043,0.5019454,8.51603965E8,0.0624325,2.0,42.426407,4.0,0.08952,0.2489375,0.0778875,4,0.92740995,0.1650625,0.086275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.849652737661082,46.856864399376065]}"
88,-0.49156043,0.4879538,0.14823298,0.6433105,8.51703965E8,0.04002,2.0,94.86833,3.0,0.073295,0.2744575,0.0586925,4,1.6426808,0.2020775,0.0926275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.850439501893936,46.85686845763204]}"
89,-0.45557538,0.51866937,0.18721695,0.6720637,8.51703965E8,0.0421925,2.0,123.69317,3.0,0.07555,0.303745,0.0595725,4,0.0,0.2004825,0.0847075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.850832884054867,46.85687048472915]}"
90,-0.45117906,0.5836039,0.23109569,0.68298167,8.51703965E8,0.0421925,2.0,108.16654,3.0,0.0792075,0.3162575,0.0595725,4,0.0,0.2042775,0.087705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.851226266245417,46.856872510472286]}"
91,-0.43227163,0.5915638,0.244997,0.6864688,8.51703965E8,0.0399375,2.0,94.86833,2.0,0.07555,0.323105,0.0596275,4,1.6426808,0.2020775,0.086715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.851619648465616,46.856874534861504]}"
92,-0.4376045,0.55289865,0.19765727,0.6693422,8.51703965E8,0.03562,6.0,90.0,2.0,0.0693625,0.2930475,0.05608,4,0.92740995,0.1949,0.0901525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852013030715407,46.8568765578968]}"
93,-0.44504282,0.47688365,0.14020097,0.6370568,8.51703965E8,0.03551,6.0,90.0,2.0,0.066585,0.24836,0.05608,4,0.0,0.183295,0.0877325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852406412994779,46.856878579578144]}"
94,-0.40470377,0.5018359,0.16303298,0.6151297,8.51703965E8,0.03914,6.0,94.86833,2.0,0.06607625,0.230925,0.05680875,4,0.0,0.1675375,0.07674625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.852799795303694,46.856880599905544]}"
95,-0.37118375,0.5424663,0.20789956,0.60095346,8.51703965E8,0.039745,2.0,108.16654,2.0,0.06316125,0.2370575,0.05716625,4,0.0,0.14612874,0.07251125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853193177642177,46.85688261887903]}"
96,-0.37395275,0.5078692,0.20982581,0.5678727,8.51703965E8,0.039745,6.0,127.27922,2.0,0.06618625,0.21685874,0.05678125,4,0.92740995,0.13763125,0.07053125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853586560010167,46.85688463649856]}"
97,-0.38962358,0.5448452,0.2006116,0.62937576,8.51803965E8,0.04091375,2.0,150.0,2.0,0.064935,0.23550375,0.05444375,4,2.2967243,0.1431175,0.06695625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.853979942407645,46.85688665276415]}"
98,-0.38564065,0.62627715,0.3337838,0.6792787,8.51803965E8,0.03700875,2.0,174.92856,4.0,0.0575375,0.24941875,0.04869625,4,2.7106426,0.1340425,0.06005375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.85437332483462,46.85688866767581]}"
99,-0.46533856,0.6358573,0.32024187,0.7424221,8.51803965E8,0.03744875,2.0,201.24612,5.0,0.06140125,0.327725,0.04825625,4,2.2967243,0.16903625,0.07391375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.854766707291047,46.856890681233544]}"
100,0.68326247,0.4439074,0.44815576,-0.0061697415,8.51603965E8,0.057455,2.0,30.0,1.7053026E-13,0.0841025,0.0420825,0.0376275,4,0.0,0.0158475,0.0148575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.846109322328356,46.85711592169495]}"
